  1 1 35.765  .182
  1 1 37.990  .088
  2 2 24.997 1.429
  2 2 27.441 1.111
  2 2 30.524 1.429
  3 1 51.083  .156
  3 1 52.386  .116
  3 1 52.805  .087
  3 1 52.997  .067
  4 4 51.255  .667
  5 4 18.355 1.250
  5 4 19.619 1.000
  6 4 28.956 1.250
  7 4 26.062 2.000
  7 4 32.799 1.429
  7 4 33.714 1.429
  7 4 35.346 1.429
  7 4 39.918 1.429
  7 4 45.960 1.250
  8 4 54.152  .625
  8 4 59.781 1.111
  9 4 45.128 1.429
  9 4 52.632 1.111
  9 4 54.987 1.429
  9 4 56.304 1.111
 10 4 29.262 1.111
 10 4 48.923 1.250
 11 3 47.773 1.111
 12 2 31.305 1.000
 13 2 25.697  .833
 13 2 31.305 1.111
 14 4 32.638 1.111
 15 4 30.645 1.429
 15 4 36.487  .833
 16 4 24.372 1.000
 16 4 27.600 1.000
 16 4 33.550 1.000
 17 2 25.906 1.667
 17 2 32.104 2.000
 18 4 30.242 1.111
 19 4 24.027 1.250
 20 1 30.034 1.429
 20 1 44.397 1.429
 20 1 49.884 1.111
 21 2 23.420 1.667
 21 2 31.086 1.429
 21 2 36.720 1.250
 22 4 21.509 2.000
 22 4 41.511 1.429
 22 4 43.699 1.250
 23 3 26.623 1.250
 23 3 39.450  .769
 23 3 40.865  .833
 23 3 42.864  .833
 23 3 45.703  .833
 23 3 46.697  .769
 23 3 47.535  .714
 24 4 39.636  .769
 25 4 22.242 1.000
 25 4 36.140  .909
 26 3 18.393 1.111
 26 3 26.346  .833
 26 3 38.741  .833
 27 4 30.182  .667
 28 3 20.252 1.429
 28 3 34.404 1.429
 29 4 40.572  .769
 30 3 22.201 1.250
 30 3 34.664  .909
 30 3 40.408  .909
 31 3 26.752  .909
 31 3 33.180  .909
 32 3 24.657  .769
 32 3 30.204 1.111
 33 1 27.176  .909
 34 4 21.098 1.111
 34 4 24.805 2.000
 35 4 21.443 1.429
 36 2 22.787 1.250
 36 2 44.559  .714
 37 1 19.663  .909
 38 2 29.916  .909
 38 2 36.879  .833
 39 2 26.765 1.250
 39 2 42.116 1.250
 40 1 53.552 1.250
 40 1 67.677  .769
 40 1 73.541  .526
 40 1 74.776  .385
 40 1 75.863  .400
 40 1 75.959  .400
 41 4 64.512 1.250
 41 4 70.371 1.250
 41 4 71.713 1.250
 41 4 73.027 1.250
 42 1 58.398  .625
 42 1 63.893  .526
 42 1 65.196  .303
 42 1 66.612  .370
 43 1 40.764 1.250
 43 1 53.175  .145
 43 1 54.456  .154
 44 1 54.385  .087
 44 1 54.505  .093
 45 1 53.279 1.250
 45 1 60.088  .833
 45 1 66.546  .588
 45 1 66.872  .714
 45 1 67.896  .588
 45 1 71.943  .625
 45 1 72.096  .556
 45 1 72.197  .250
 46 3 55.880 1.000
 46 3 57.725 1.111
 46 3 61.777 1.667
 47 1 46.702 1.111
 47 1 53.555 1.250
 47 1 60.244 1.000
 47 1 66.669  .714
 48 3 58.094 1.667
 48 3 64.520 1.111
 48 3 64.556 1.250
 49 3 65.730 1.000
 49 3 72.025 1.429
 50 4 64.205 1.000
 50 4 70.606 1.000
 51 3 61.785 1.000
 51 3 68.041 1.250
 52 3 44.383 1.111
 52 3 59.433  .833
 52 3 65.309  .909
 53 4 41.216 1.667
 53 4 56.586 1.250
 54 1 55.524 1.111
 54 1 60.285 2.000
 55 1 37.314 1.429
 55 1 52.808 1.429
 55 1 57.103 2.000
 55 1 58.004 1.250
 56 1 35.548 1.667
 56 1 49.005 1.429
 56 1 51.811 1.000
 56 1 55.529  .625
 57 1 46.932 1.250
 57 1 59.756  .500
 57 1 60.602  .435
 57 1 66.513  .227
 57 1 66.656  .196
 57 1 67.075  .185
 57 1 67.236  .175
 57 1 67.570  .192
 57 1 67.907  .156
 57 1 68.049  .172
 57 1 68.126  .137
 57 1 68.474  .164
 57 1 68.873  .152
 58 4 45.333 1.111
 58 4 55.715  .556
 58 4 64.159  .769
 58 4 65.092  .833
 58 4 66.248  .714
 59 4 42.724 2.000
 59 4 50.335 1.250
 60 1 52.411  .625
 61 1 50.292 1.111
 61 1 63.975  .345
 61 1 68.392  .164
 61 1 69.205  .159
 61 1 69.361  .112
 61 1 69.506  .109
 61 1 69.648  .106
 62 1 53.834  .909
 62 1 54.442  .909
 63 3 59.844  .909
 63 3 65.525  .667
 64 3 83.370 1.000
 65 3 70.560 1.000
 66 3 41.257  .909
 66 3 51.094 1.000
 66 3 54.251  .909
 67 3 47.400 1.429
 67 3 47.603 1.111
 68 4 33.892 1.111
 68 4 36.624 1.250
 69 3 62.842 2.000
 69 3 65.484 1.000
 70 4 31.047 1.667
 71 4 24.534  .714
 71 4 27.198  .833
 72 4 33.864 1.111
 72 4 38.100 1.429
 73 4 64.876 1.250
 73 4 66.226 1.667
 73 4 66.513 1.111
 73 4 66.615 1.250
 73 4 68.318 1.429
 73 4 68.329 1.429
 73 4 68.331 1.429
 73 4 68.334 1.429
 73 4 68.378 1.111
 74 4 47.444 1.000
 74 4 48.835 1.000
 75 4 49.388 1.429
 76 4 47.012  .909
 77 3 34.324 1.000
 78 4 60.274 1.000
 78 4 62.094 1.000
 79 4 30.390 1.111
 80 4 19.201 1.111
 80 4 24.131  .909
 80 4 28.208  .769
